Season,Matchnumber,Venue,Date_Time,Winningteam,Firstteam,Secondteam,Link
2020,7,"Dubai International Cricket Stadium, Dubai","SEP, FRI 25 , 07:30 PM IST",DELHI CAPITALS WON BY 44 RUNS,"CHENNAI SUPER KINGS
131/7
(20 OV)","DELHI CAPITALS
175/3
(20 OV )",https://www.iplt20.com/match/2020/10774
2020,6,"Dubai International Cricket Stadium, Dubai","SEP, THU 24 , 07:30 PM IST",PUNJAB KINGS WON BY 97 RUNS,"PUNJAB KINGS
206/3
(20 OV)","ROYAL CHALLENGERS BANGALORE
109
(17 OV )",https://www.iplt20.com/match/2020/10773
2020,5,"Sheikh Zayed Cricket Stadium, Abu Dhabi","SEP, WED 23 , 07:30 PM IST",MUMBAI INDIANS WON BY 49 RUNS,"KOLKATA KNIGHT RIDERS
146/9
(20 OV)","MUMBAI INDIANS
195/5
(20 OV )",https://www.iplt20.com/match/2020/10772
2020,4,"Sharjah Cricket Stadium, Sharjah","SEP, TUE 22 , 07:30 PM IST",RAJASTHAN ROYALS WON BY 16 RUNS,"RAJASTHAN ROYALS
216/7
(20 OV)","CHENNAI SUPER KINGS
200/6
(20 OV )",https://www.iplt20.com/match/2020/10771
2020,3,"Dubai International Cricket Stadium, Dubai","SEP, MON 21 , 07:30 PM IST",ROYAL CHALLENGERS BANGALORE WON BY 10 RUNS,"SUNRISERS HYDERABAD
153
(19.4 OV)","ROYAL CHALLENGERS BANGALORE
163/5
(20 OV )",https://www.iplt20.com/match/2020/10770
2020,2,"Dubai International Cricket Stadium, Dubai","SEP, SUN 20 , 07:30 PM IST",MATCH TIED (DELHI CAPITALS WON THE SUPER OVER),"DELHI CAPITALS
157/8
(20 OV)","PUNJAB KINGS
157/8
(20 OV )",https://www.iplt20.com/match/2020/10769
2020,1,"Sheikh Zayed Cricket Stadium, Abu Dhabi","SEP, SAT 19 , 07:30 PM IST",CHENNAI SUPER KINGS WON BY 5 WICKETS,"MUMBAI INDIANS
162/9
(20 OV)","CHENNAI SUPER KINGS
166/5
(19.2 OV )",https://www.iplt20.com/match/2020/10768
2021,60,"Dubai International Stadium, Dubai","OCT, FRI 15 , 07:30 PM IST",CHENNAI SUPER KINGS WON BY 27 RUNS,"CHENNAI SUPER KINGS
192/3
(20 OV)","KOLKATA KNIGHT RIDERS
165/9
(20 OV )",https://www.iplt20.com/match/2021/10891
2021,59,"Sharjah Cricket Stadium, Sharjah","OCT, WED 13 , 07:30 PM IST",KOLKATA KNIGHT RIDERS WON BY 3 WICKETS,"KOLKATA KNIGHT RIDERS
136/7
(19.5 OV)","DELHI CAPITALS
135/5
(20 OV )",https://www.iplt20.com/match/2021/10890
2021,58,"Sharjah Cricket Stadium, Sharjah","OCT, MON 11 , 07:30 PM IST",KOLKATA KNIGHT RIDERS WON BY 4 WICKETS,"ROYAL CHALLENGERS BANGALORE
138/7
(20 OV)","KOLKATA KNIGHT RIDERS
139/6
(19.4 OV )",https://www.iplt20.com/match/2021/10887
2021,57,"Dubai International Stadium, Dubai","OCT, SUN 10 , 07:30 PM IST",CHENNAI SUPER KINGS WON BY 4 WICKETS,"DELHI CAPITALS
172/5
(20 OV)","CHENNAI SUPER KINGS
173/6
(19.4 OV )",https://www.iplt20.com/match/2021/10888
2021,55,"Dubai International Stadium, Dubai","OCT, FRI 8 , 07:30 PM IST",ROYAL CHALLENGERS BANGALORE WON BY 7 WICKETS,"ROYAL CHALLENGERS BANGALORE
166/3
(20 OV)","DELHI CAPITALS
164/5
(20 OV )",https://www.iplt20.com/match/2021/10886
2021,56,"Zayed Cricket Stadium, Abu Dhabi","OCT, FRI 8 , 07:30 PM IST",MUMBAI INDIANS WON BY 42 RUNS,"SUNRISERS HYDERABAD
193/8
(20 OV)","MUMBAI INDIANS
235/9
(20 OV )",https://www.iplt20.com/match/2021/10889
2021,54,"Sharjah Cricket Stadium, Sharjah","OCT, THU 7 , 07:30 PM IST",KOLKATA KNIGHT RIDERS WON BY 86 RUNS,"KOLKATA KNIGHT RIDERS
171/4
(20 OV)","RAJASTHAN ROYALS
85
(16.1 OV )",https://www.iplt20.com/match/2021/10885
2021,53,"Dubai International Stadium, Dubai","OCT, THU 7 , 03:30 PM IST",PUNJAB KINGS WON BY 6 WICKETS,"CHENNAI SUPER KINGS
134/6
(20 OV)","PUNJAB KINGS
139/4
(13 OV )",https://www.iplt20.com/match/2021/10884
2021,52,"Zayed Cricket Stadium, Abu Dhabi","OCT, WED 6 , 07:30 PM IST",SUNRISERS HYDERABAD WON BY 4 RUNS,"ROYAL CHALLENGERS BANGALORE
137/6
(20 OV)","SUNRISERS HYDERABAD
141/7
(20 OV )",https://www.iplt20.com/match/2021/10883
2021,51,"Sharjah Cricket Stadium, Sharjah","OCT, TUE 5 , 07:30 PM IST",MUMBAI INDIANS WON BY 8 WICKETS,"RAJASTHAN ROYALS
90/9
(20 OV)","MUMBAI INDIANS
94/2
(8.2 OV )",https://www.iplt20.com/match/2021/10881
2021,50,"Dubai International Stadium, Dubai","OCT, MON 4 , 07:30 PM IST",DELHI CAPITALS WON BY 3 WICKETS,"DELHI CAPITALS
139/7
(19.4 OV)","CHENNAI SUPER KINGS
136/5
(20 OV )",https://www.iplt20.com/match/2021/10880
2021,49,"Dubai International Stadium, Dubai","OCT, SUN 3 , 07:30 PM IST",KOLKATA KNIGHT RIDERS WON BY 6 WICKETS,"KOLKATA KNIGHT RIDERS
119/4
(19.4 OV)","SUNRISERS HYDERABAD
115/8
(20 OV )",https://www.iplt20.com/match/2021/10882
2021,FINAL,"Sharjah Cricket Stadium, Sharjah","OCT, SUN 3 , 03:30 PM IST",ROYAL CHALLENGERS BANGALORE WON BY 6 RUNS,"ROYAL CHALLENGERS BANGALORE
164/7
(20 OV)","PUNJAB KINGS
158/6
(20 OV )",https://www.iplt20.com/match/2021/10879
2021,47,"Zayed Cricket Stadium, Abu Dhabi","OCT, SAT 2 , 07:30 PM IST",RAJASTHAN ROYALS WON BY 7 WICKETS,"RAJASTHAN ROYALS
190/3
(17.3 OV)","CHENNAI SUPER KINGS
189/4
(20 OV )",https://www.iplt20.com/match/2021/10878
2021,46,"Sharjah Cricket Stadium, Sharjah","OCT, SAT 2 , 03:30 PM IST",DELHI CAPITALS WON BY 4 WICKETS,"MUMBAI INDIANS
129/8
(20 OV)","DELHI CAPITALS
132/6
(19.1 OV )",https://www.iplt20.com/match/2021/10877
2021,45,"Dubai International Stadium, Dubai","OCT, FRI 1 , 07:30 PM IST",PUNJAB KINGS WON BY 5 WICKETS,"KOLKATA KNIGHT RIDERS
165/7
(20 OV)","PUNJAB KINGS
168/5
(19.3 OV )",https://www.iplt20.com/match/2021/10876
2021,44,"Sharjah Cricket Stadium, Sharjah","SEP, THU 30 , 07:30 PM IST",CHENNAI SUPER KINGS WON BY 6 WICKETS,"SUNRISERS HYDERABAD
134/7
(20 OV)","CHENNAI SUPER KINGS
139/4
(19.4 OV )",https://www.iplt20.com/match/2021/10874
2021,43,"Dubai International Stadium, Dubai","SEP, WED 29 , 07:30 PM IST",ROYAL CHALLENGERS BANGALORE WON BY 7 WICKETS,"RAJASTHAN ROYALS
149/9
(20 OV)","ROYAL CHALLENGERS BANGALORE
153/3
(17.1 OV )",https://www.iplt20.com/match/2021/10875
2021,42,"Zayed Cricket Stadium, Abu Dhabi","SEP, TUE 28 , 07:30 PM IST",MUMBAI INDIANS WON BY 6 WICKETS,"MUMBAI INDIANS
137/4
(19 OV)","PUNJAB KINGS
135/6
(20 OV )",https://www.iplt20.com/match/2021/10872
2021,41,"Sharjah Cricket Stadium, Sharjah","SEP, TUE 28 , 03:30 PM IST",KOLKATA KNIGHT RIDERS WON BY 3 WICKETS,"KOLKATA KNIGHT RIDERS
130/7
(18.2 OV)","DELHI CAPITALS
127/9
(20 OV )",https://www.iplt20.com/match/2021/10873
2021,40,"Dubai International Stadium, Dubai","SEP, MON 27 , 07:30 PM IST",SUNRISERS HYDERABAD WON BY 7 WICKETS,"SUNRISERS HYDERABAD
167/3
(18.3 OV)","RAJASTHAN ROYALS
164/5
(20 OV )",https://www.iplt20.com/match/2021/10870
2021,39,"Dubai International Stadium, Dubai","SEP, SUN 26 , 07:30 PM IST",ROYAL CHALLENGERS BANGALORE WON BY 54 RUNS,"ROYAL CHALLENGERS BANGALORE
165/6
(20 OV)","MUMBAI INDIANS
111
(18.1 OV )",https://www.iplt20.com/match/2021/10871
2021,38,"Zayed Cricket Stadium, Abu Dhabi","SEP, SUN 26 , 03:30 PM IST",CHENNAI SUPER KINGS WON BY 2 WICKETS,"CHENNAI SUPER KINGS
172/8
(20 OV)","KOLKATA KNIGHT RIDERS
171/6
(20 OV )",https://www.iplt20.com/match/2021/10869
2021,37,"Sharjah Cricket Stadium, Sharjah","SEP, SAT 25 , 07:30 PM IST",PUNJAB KINGS WON BY 5 RUNS,"SUNRISERS HYDERABAD
120/7
(20 OV)","PUNJAB KINGS
125/7
(20 OV )",https://www.iplt20.com/match/2021/10868
2021,36,"Zayed Cricket Stadium, Abu Dhabi","SEP, SAT 25 , 03:30 PM IST",DELHI CAPITALS WON BY 33 RUNS,"DELHI CAPITALS
154/6
(20 OV)","RAJASTHAN ROYALS
121/6
(20 OV )",https://www.iplt20.com/match/2021/10867
2021,35,"Sharjah Cricket Stadium, Sharjah","SEP, FRI 24 , 07:30 PM IST",CHENNAI SUPER KINGS WON BY 6 WICKETS,"ROYAL CHALLENGERS BANGALORE
156/6
(20 OV)","CHENNAI SUPER KINGS
157/4
(18.1 OV )",https://www.iplt20.com/match/2021/10865
2021,34,"Zayed Cricket Stadium, Abu Dhabi","SEP, THU 23 , 07:30 PM IST",KOLKATA KNIGHT RIDERS WON BY 7 WICKETS,"MUMBAI INDIANS
155/6
(20 OV)","KOLKATA KNIGHT RIDERS
159/3
(15.1 OV )",https://www.iplt20.com/match/2021/10866
2021,33,"Dubai International Stadium, Dubai","SEP, WED 22 , 07:30 PM IST",DELHI CAPITALS WON BY 8 WICKETS,"DELHI CAPITALS
139/2
(17.5 OV)","SUNRISERS HYDERABAD
134/9
(20 OV )",https://www.iplt20.com/match/2021/10864
2021,32,"Dubai International Stadium, Dubai","SEP, TUE 21 , 07:30 PM IST",RAJASTHAN ROYALS WON BY 2 RUNS,"PUNJAB KINGS
183/4
(20 OV)","RAJASTHAN ROYALS
185
(20 OV )",https://www.iplt20.com/match/2021/10863
2021,31,"Zayed Cricket Stadium, Abu Dhabi","SEP, MON 20 , 07:30 PM IST",KOLKATA KNIGHT RIDERS WON BY 9 WICKETS,"KOLKATA KNIGHT RIDERS
94/1
(10 OV)","ROYAL CHALLENGERS BANGALORE
92
(19 OV )",https://www.iplt20.com/match/2021/10861
2021,30,"Dubai International Stadium, Dubai","SEP, SUN 19 , 07:30 PM IST",CHENNAI SUPER KINGS WON BY 20 RUNS,"CHENNAI SUPER KINGS
156/6
(20 OV)","MUMBAI INDIANS
136/8
(20 OV )",https://www.iplt20.com/match/2021/10862
2021,29,"Narendra Modi Stadium, Ahmedabad","MAY, SUN 2 , 7:30 pm IST",DELHI CAPITALS WON BY 7 WICKETS,"PUNJAB KINGS
166/6
(20 OV)","DELHI CAPITALS
167/3
(17.4 OV )",https://www.iplt20.com/match/2021/10860
2021,28,"Arun Jaitley Stadium, Delhi","MAY, SUN 2 , 3:30 pm IST",RAJASTHAN ROYALS WON BY 55 RUNS,"RAJASTHAN ROYALS
220/3
(20 OV)","SUNRISERS HYDERABAD
165/8
(20 OV )",https://www.iplt20.com/match/2021/10859
2021,27,"Arun Jaitley Stadium, Delhi","MAY, SAT 1 , 7:30 pm IST",MUMBAI INDIANS WON BY 4 WICKETS,"MUMBAI INDIANS
219/6
(20 OV)","CHENNAI SUPER KINGS
218/4
(20 OV )",https://www.iplt20.com/match/2021/10858
2021,26,"Narendra Modi Stadium, Ahmedabad","APR, FRI 30 , 7:30 pm IST",PUNJAB KINGS WON BY 34 RUNS,"PUNJAB KINGS
179/5
(20 OV)","ROYAL CHALLENGERS BANGALORE
145/8
(20 OV )",https://www.iplt20.com/match/2021/10857
2021,25,"Narendra Modi Stadium, Ahmedabad","APR, THU 29 , 7:30 pm IST",DELHI CAPITALS WON BY 7 WICKETS,"DELHI CAPITALS
156/3
(16.3 OV)","KOLKATA KNIGHT RIDERS
154/6
(20 OV )",https://www.iplt20.com/match/2021/10856
2021,24,"Arun Jaitley Stadium, Delhi","APR, THU 29 , 3:30 pm IST",MUMBAI INDIANS WON BY 7 WICKETS,"MUMBAI INDIANS
172/3
(18.3 OV)","RAJASTHAN ROYALS
171/4
(20 OV )",https://www.iplt20.com/match/2021/10855
2021,23,"Arun Jaitley Stadium, Delhi","APR, WED 28 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 7 WICKETS,"CHENNAI SUPER KINGS
173/3
(18.3 OV)","SUNRISERS HYDERABAD
171/3
(20 OV )",https://www.iplt20.com/match/2021/10854
2021,22,"Narendra Modi Stadium, Ahmedabad","APR, TUE 27 , 7:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 1 RUN,"DELHI CAPITALS
170/4
(20 OV)","ROYAL CHALLENGERS BANGALORE
171/5
(20 OV )",https://www.iplt20.com/match/2021/10853
2021,21,"Narendra Modi Stadium, Ahmedabad","APR, MON 26 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 5 WICKETS,"PUNJAB KINGS
123/9
(20 OV)","KOLKATA KNIGHT RIDERS
126/5
(16.4 OV )",https://www.iplt20.com/match/2021/10852
2021,20,"M. A. Chidambaram Stadium, Chennai","APR, SUN 25 , 7:30 pm IST",MATCH TIED (DELHI CAPITALS WON THE SUPER OVER),"SUNRISERS HYDERABAD
159/7
(20 OV)","DELHI CAPITALS
159/4
(20 OV )",https://www.iplt20.com/match/2021/10851
2021,19,"Wankhede Stadium, Mumbai","APR, SUN 25 , 3:30 pm IST",CHENNAI SUPER KINGS WON BY 69 RUNS,"CHENNAI SUPER KINGS
191/4
(20 OV)","ROYAL CHALLENGERS BANGALORE
122/9
(20 OV )",https://www.iplt20.com/match/2021/10850
2021,18,"Wankhede Stadium, Mumbai","APR, SAT 24 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 6 WICKETS,"RAJASTHAN ROYALS
134/4
(18.5 OV)","KOLKATA KNIGHT RIDERS
133/9
(20 OV )",https://www.iplt20.com/match/2021/10849
2021,17,"M. A. Chidambaram Stadium, Chennai","APR, FRI 23 , 7:30 pm IST",PUNJAB KINGS WON BY 9 WICKETS,"PUNJAB KINGS
132/1
(17.4 OV)","MUMBAI INDIANS
131/6
(20 OV )",https://www.iplt20.com/match/2021/10848
2021,16,"Wankhede Stadium, Mumbai","APR, THU 22 , 7:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 10 WICKETS,"ROYAL CHALLENGERS BANGALORE
181/0
(16.3 OV)","RAJASTHAN ROYALS
177/9
(20 OV )",https://www.iplt20.com/match/2021/10847
2021,15,"Wankhede Stadium, Mumbai","APR, WED 21 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 18 RUNS,"KOLKATA KNIGHT RIDERS
202
(19.1 OV)","CHENNAI SUPER KINGS
220/3
(20 OV )",https://www.iplt20.com/match/2021/10846
2021,14,"M. A. Chidambaram Stadium, Chennai","APR, WED 21 , 3:30 pm IST",SUNRISERS HYDERABAD WON BY 9 WICKETS,"PUNJAB KINGS
120
(19.4 OV)","SUNRISERS HYDERABAD
121/1
(18.4 OV )",https://www.iplt20.com/match/2021/10845
2021,13,"M. A. Chidambaram Stadium, Chennai","APR, TUE 20 , 7:30 pm IST",DELHI CAPITALS WON BY 6 WICKETS,"DELHI CAPITALS
138/4
(19.1 OV)","MUMBAI INDIANS
137/9
(20 OV )",https://www.iplt20.com/match/2021/10844
2021,12,"Wankhede Stadium, Mumbai","APR, MON 19 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 45 RUNS,"CHENNAI SUPER KINGS
188/9
(20 OV)","RAJASTHAN ROYALS
143/9
(20 OV )",https://www.iplt20.com/match/2021/10843
2021,11,"Wankhede Stadium, Mumbai","APR, SUN 18 , 7:30 pm IST",DELHI CAPITALS WON BY 6 WICKETS,"DELHI CAPITALS
198/4
(18.2 OV)","PUNJAB KINGS
195/4
(20 OV )",https://www.iplt20.com/match/2021/10842
2021,10,"M. A. Chidambaram Stadium, Chennai","APR, SUN 18 , 3:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 38 RUNS,"ROYAL CHALLENGERS BANGALORE
204/4
(20 OV)","KOLKATA KNIGHT RIDERS
166/8
(20 OV )",https://www.iplt20.com/match/2021/10841
2021,9,"M. A. Chidambaram Stadium, Chennai","APR, SAT 17 , 7:30 pm IST",MUMBAI INDIANS WON BY 13 RUNS,"MUMBAI INDIANS
150/5
(20 OV)","SUNRISERS HYDERABAD
137
(19.4 OV )",https://www.iplt20.com/match/2021/10840
2021,8,"Wankhede Stadium, Mumbai","APR, FRI 16 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 6 WICKETS,"PUNJAB KINGS
106/8
(20 OV)","CHENNAI SUPER KINGS
107/4
(15.4 OV )",https://www.iplt20.com/match/2021/10839
2021,7,"Wankhede Stadium, Mumbai","APR, THU 15 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 3 WICKETS,"RAJASTHAN ROYALS
150/7
(19.4 OV)","DELHI CAPITALS
147/8
(20 OV )",https://www.iplt20.com/match/2021/10838
2021,6,"M. A. Chidambaram Stadium, Chennai","APR, WED 14 , 7:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 6 RUNS,"SUNRISERS HYDERABAD
143/9
(20 OV)","ROYAL CHALLENGERS BANGALORE
149/8
(20 OV )",https://www.iplt20.com/match/2021/10837
2021,5,"M. A. Chidambaram Stadium, Chennai","APR, TUE 13 , 7:30 pm IST",MUMBAI INDIANS WON BY 10 RUNS,"KOLKATA KNIGHT RIDERS
142/7
(20 OV)","MUMBAI INDIANS
152
(20 OV )",https://www.iplt20.com/match/2021/10836
2021,4,"Wankhede Stadium, Mumbai","APR, MON 12 , 7:30 pm IST",PUNJAB KINGS WON BY 4 RUNS,"RAJASTHAN ROYALS
217/7
(20 OV)","PUNJAB KINGS
221/6
(20 OV )",https://www.iplt20.com/match/2021/10835
2021,3,"M. A. Chidambaram Stadium, Chennai","APR, SUN 11 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 10 RUNS,"SUNRISERS HYDERABAD
177/5
(20 OV)","KOLKATA KNIGHT RIDERS
187/6
(20 OV )",https://www.iplt20.com/match/2021/10834
2021,2,"Wankhede Stadium, Mumbai","APR, SAT 10 , 7:30 pm IST",DELHI CAPITALS WON BY 7 WICKETS,"CHENNAI SUPER KINGS
188/7
(20 OV)","DELHI CAPITALS
190/3
(18.4 OV )",https://www.iplt20.com/match/2021/10833
2021,1,"M. A. Chidambaram Stadium, Chennai","APR, FRI 9 , 7:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 2 WICKETS,"MUMBAI INDIANS
159/9
(20 OV)","ROYAL CHALLENGERS BANGALORE
160/8
(20 OV )",https://www.iplt20.com/match/2021/10832
2022,FINAL,"Narendra Modi Stadium, Ahmedabad","MAY, SUN 29 , 8:00 pm IST",GUJARAT TITANS WON BY 7 WICKETS (WINNERS),"GUJARAT TITANS
133/3
(18.1 OV)","RAJASTHAN ROYALS
130/9
(20.0 OV )",https://www.iplt20.com/news/3842/wt20-challenge-2022-final-sno-vs-vel-match-report
2022,2,"Narendra Modi Stadium, Ahmedabad","MAY, FRI 27 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 7 WICKETS (QUALIFIED),"RAJASTHAN ROYALS
161/3
(18.1 OV)","ROYAL CHALLENGERS BANGALORE
157/8
(20.0 OV )",https://www.iplt20.com/news/3841/tata-ipl-2022-qualifier-2-rr-vs-rcb-match-report
2022,ELIMINATOR,"Eden Gardens, Kolkata","MAY, WED 25 , 7:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 14 RUNS (QUALIFIED),"LUCKNOW SUPER GIANTS
193/6
(20.0 OV)","ROYAL CHALLENGERS BANGALORE
207/4
(20.0 OV )",https://www.iplt20.com/news/3838/tata-ipl-2022-eliminator-lsg-vs-rcb-match-report
2022,1,"Eden Gardens, Kolkata","MAY, TUE 24 , 7:30 pm IST",GUJARAT TITANS WON BY 7 WICKETS (QUALIFIED),"GUJARAT TITANS
191/3
(19.3 OV)","RAJASTHAN ROYALS
188/6
(20.0 OV )",https://www.iplt20.com/news/3837/tata-ipl-2022-qualifier-1-gt-vs-rr-match-report
2022,70,"Wankhede Stadium, Mumbai","MAY, SUN 22 , 7:30 pm IST",PUNJAB KINGS WON BY 5 WICKETS,"SUNRISERS HYDERABAD
157/8
(20.0 OV)","PUNJAB KINGS
160/5
(15.1 OV )",https://www.iplt20.com/news/3834/tata-ipl-2022-match-70-srh-vs-pbks-match-report
2022,69,"Wankhede Stadium, Mumbai","MAY, SAT 21 , 7:30 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,"MUMBAI INDIANS
160/5
(19.1 OV)","DELHI CAPITALS
159/7
(20.0 OV )",https://www.iplt20.com/news/3833/tata-ipl-2022-match-69-mi-vs-dc-match-report
2022,68,"Brabourne - CCI, Mumbai","MAY, FRI 20 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 5 WICKETS,"RAJASTHAN ROYALS
151/5
(19.4 OV)","CHENNAI SUPER KINGS
150/6
(20.0 OV )",https://www.iplt20.com/news/3831/tata-ipl-2022-match-68-rr-vs-csk-match-report
2022,67,"Wankhede Stadium, Mumbai","MAY, THU 19 , 7:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 8 WICKETS,"ROYAL CHALLENGERS BANGALORE
170/2
(18.4 OV)","GUJARAT TITANS
168/5
(20.0 OV )",https://www.iplt20.com/news/3829/tata-ipl-2022-match-67-rcb-vs-gt-match-report
2022,66,"DY Patil Stadium, NAVI MUMBAI","MAY, WED 18 , 7:30 pm IST",LUCKNOW SUPER GIANTS WON BY 2 RUNS,"KOLKATA KNIGHT RIDERS
208/8
(20.0 OV)","LUCKNOW SUPER GIANTS
210/0
(20.0 OV )",https://www.iplt20.com/news/3828/tata-ipl-2022-match-66-kkr-vs-lsg-match-report
2022,65,"Wankhede Stadium, Mumbai","MAY, TUE 17 , 7:30 pm IST",SUNRISERS HYDERABAD WON BY 3 RUNS,"MUMBAI INDIANS
190/7
(20.0 OV)","SUNRISERS HYDERABAD
193/6
(20.0 OV )",https://www.iplt20.com/news/3827/tata-ipl-2022-match-65-mi-vs-srh-match-report
2022,64,"DY Patil Stadium, NAVI MUMBAI","MAY, MON 16 , 7:30 pm IST",DELHI CAPITALS WON BY 17 RUNS,"PUNJAB KINGS
142/9
(20.0 OV)","DELHI CAPITALS
159/7
(20.0 OV )",https://www.iplt20.com/news/3826/tata-ipl-2022-match-64-pbks-vs-dc-match-report
2022,63,"Brabourne - CCI, Mumbai","MAY, SUN 15 , 7:30 pm IST",RAJASTHAN ROYALS WON BY 24 RUNS,"LUCKNOW SUPER GIANTS
154/8
(20.0 OV)","RAJASTHAN ROYALS
178/6
(20.0 OV )",https://www.iplt20.com/news/3822/tata-ipl-2022-match-63-lsg-vs-rr-match-report
2022,62,"Wankhede Stadium, Mumbai","MAY, SUN 15 , 3:30 pm IST",GUJARAT TITANS WON BY 7 WICKETS,"CHENNAI SUPER KINGS
133/5
(20.0 OV)","GUJARAT TITANS
137/3
(19.1 OV )",https://www.iplt20.com/news/3823/tata-ipl-2022-match-62-csk-vs-gt-match-report
2022,61,"Maharashtra Cricket Association Stadium, Pune","MAY, SAT 14 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 54 RUNS,"KOLKATA KNIGHT RIDERS
177/6
(20.0 OV)","SUNRISERS HYDERABAD
123/8
(20.0 OV )",https://www.iplt20.com/news/3819/tata-ipl-2022-match-61-kkr-vs-srh-match-report
2022,60,"Brabourne - CCI, Mumbai","MAY, FRI 13 , 7:30 pm IST",PUNJAB KINGS WON BY 54 RUNS,"ROYAL CHALLENGERS BANGALORE
155/9
(20.0 OV)","PUNJAB KINGS
209/9
(20.0 OV )",https://www.iplt20.com/news/3817/tata-ipl-2022-match-60-rcb-vs-pbks-match-report
2022,59,"Wankhede Stadium, Mumbai","MAY, THU 12 , 7:30 pm IST",MUMBAI INDIANS WON BY 5 WICKETS,"CHENNAI SUPER KINGS
97
(16.0 OV)","MUMBAI INDIANS
103/5
(14.5 OV )",https://www.iplt20.com/news/3816/tata-ipl-2022-match-59-csk-vs-mi-match-report
2022,58,"DY Patil Stadium, NAVI MUMBAI","MAY, WED 11 , 7:30 pm IST",DELHI CAPITALS WON BY 8 WICKETS,"RAJASTHAN ROYALS
160/6
(20.0 OV)","DELHI CAPITALS
161/2
(18.1 OV )",https://www.iplt20.com/news/3814/tata-ipl-2022-match-58-rr-vs-dc-match-report
2022,57,"Maharashtra Cricket Association Stadium, Pune","MAY, TUE 10 , 7:30 pm IST",GUJARAT TITANS WON BY 62 RUNS,"LUCKNOW SUPER GIANTS
82
(13.5 OV)","GUJARAT TITANS
144/4
(20.0 OV )",https://www.iplt20.com/news/3813/tata-ipl-2022-match-57-lsg-vs-gt-match-report
2022,56,"DY Patil Stadium, NAVI MUMBAI","MAY, MON 9 , 7:30 pm IST",KOLKATA KNIGHT RIDERS WON BY 52 RUNS,"MUMBAI INDIANS
113
(17.3 OV)","KOLKATA KNIGHT RIDERS
165/9
(20.0 OV )",https://www.iplt20.com/news/3812/tata-ipl-2022-match-56-mi-vs-kkr-match-report
2022,55,"DY Patil Stadium, NAVI MUMBAI","MAY, SUN 8 , 7:30 pm IST",CHENNAI SUPER KINGS WON BY 91 RUNS,"CHENNAI SUPER KINGS
208/6
(20.0 OV)","DELHI CAPITALS
117
(17.4 OV )",https://www.iplt20.com/news/3809/tata-ipl-2022-match-55-csk-vs-dc-match-report
2022,54,"Wankhede Stadium, Mumbai","MAY, SUN 8 , 3:30 pm IST",ROYAL CHALLENGERS BANGALORE WON BY 67 RUNS,"SUNRISERS HYDERABAD
125
(19.2 OV)","ROYAL CHALLENGERS BANGALORE
192/3
(20.0 OV )",https://www.iplt20.com/news/3808/tata-ipl-2022-match-54-rcb-vs-srh-match-report
2022,53,"Maharashtra Cricket Association Stadium, Pune","MAY, SAT 7 , 7:30 pm IST",LUCKNOW SUPER GIANTS WON BY 75 RUNS,"LUCKNOW SUPER GIANTS
176/7
(20.0 OV)","KOLKATA KNIGHT RIDERS
101
(14.3 OV )",https://www.iplt20.com/news/3807/tata-ipl-2022-match-53-lsg-vs-kkr-match-report
2022,52,"Wankhede Stadium, Mumbai","MAY, SAT 7 , 3:30 pm IST",RAJASTHAN ROYALS WON BY 6 WICKETS,"PUNJAB KINGS
189/5
(20.0 OV)","RAJASTHAN ROYALS
190/4
(19.4 OV )",https://www.iplt20.com/news/3806/tata-ipl-2022-match-52-pbks-vs-rr-match-report
2022,51,"Brabourne - CCI, Mumbai","MAY, FRI 6 , 7:30 pm IST",MUMBAI INDIANS WON BY 5 RUNS,"GUJARAT TITANS
172/5
(20.0 OV)","MUMBAI INDIANS
177/6
(20.0 OV )",https://www.iplt20.com/news/3805/tata-ipl-2022-match-51-gt-vs-mi-match-report
2022,50,"Brabourne - CCI, Mumbai","MAY, THU 5 , 7:30 pm IST",DELHI CAPITALS WON BY 21 RUNS,"DELHI CAPITALS
207/3
(20.0 OV)","SUNRISERS HYDERABAD
186/8
(20.0 OV )",https://www.iplt20.com/news/3804/tata-ipl-2022-match-50-dc-vs-srh-match-report
